doc_id,questionID,question_title,question_text,answer_text,original_topic,project_topic,tier,upvotes,ans_len,document_text
cc_0122,196,How do I handle my extreme paranoia?,"I'm just an extremely paranoid person. I constantly feel as though I am in some sort of danger, like as though I live in a horror movie with no resolution. It worsens at night. It gets to the point I'm scared in my own home more so than anything. I have no access to the help I need so I'm desperate.","That really sucks and I'm sorry that's happening to you.I'm curious what kind of paranoia you are experiencing--like someone will hurt you?  That something bad in general will happen?  Sometimes intrusive thoughts, like paranoid thoughts, are just thoughts.  They don't mean you are actually in danger or that something bad will happen, so pay attention to the meaning you apply to those thoughts.  If you've been through something traumatic such as rape, domestic violence, or any situation like that, it could provoke paranoia bigtime.  Your brain feels as if it has to be ""hypervigilant"", meaning it has to be extra attuned to everything around you to keep you safe.  That's exhausting.  If it's worse at night that probably means you aren't getting much sleep--also exhausting and contributes to heightened paranoia, so it becomes a pretty vicious cycle.It's not shocking that it's worse at night because night is generally a scarier time and sleeping is, physically, when we are in our most vulnerable state.  It can help to take a look at how much of that paranoia is actually helping you to protect yourself vs. how much is additional stress.  A way to figure that out is to ask the question, what behaviors are necessary to keep you safe?  So if you lock your doors, lock the windows, shut the curtains, have an escape plan (if needed--I'm not sure what your situation is), is that the most you can do?  Beyond that, are you performing other behaviors that may not be keeping you safe but exist to cope with the paranoia?  For example, if you are checking over and over to make sure the doors and windows are locked, those behaviors are more like compulsions/rituals that help you feel safe by reducing anxiety even though they use a ton of energy to perform.  Response prevention can be helpful here--this method involves avoiding your usual response so that you can sit with the anxiety rather than escaping it through the behaviors.  Let's say your anxiety rises and you feel the need to check the door lock.  You check the lock, it's for sure locked, and your anxiety is reduced.  At the same time, the behavior of checking the lock is reinforced by feeling better, so your brain decides if you want to feel better, you need to check the lock.  It becomes an exhausting habit that only temporarily makes you feel safe.  However, if you feel a bout of anxiety and sit through it without checking the lock, your anxiety will go back down and your brain learns that you don't need to perform that behavior over and over.  I'm so sad to hear you don't have access to help.  There may be some counselors right now offering reduced-rate or probono (free) sessions via telehealth due to COVID-19, so if you search around on google for your specific state, you may find someone that can help you from your home.  Counselors usually reserve space on their schedules for people that cannot afford therapy or need a lesser rate.You are always welcome to come back to this forum and ask additional questions!",anxiety,relationship_general,2,0,3008,"Question Title: How do I handle my extreme paranoia?

Question: I'm just an extremely paranoid person. I constantly feel as though I am in some sort of danger, like as though I live in a horror movie with no resolution. It worsens at night. It gets to the point I'm scared in my own home more so than anything. I have no access to the help I need so I'm desperate.

Therapist Answer: That really sucks and I'm sorry that's happening to you.I'm curious what kind of paranoia you are experiencing--like someone will hurt you?  That something bad in general will happen?  Sometimes intrusive thoughts, like paranoid thoughts, are just thoughts.  They don't mean you are actually in danger or that something bad will happen, so pay attention to the meaning you apply to those thoughts.  If you've been through something traumatic such as rape, domestic violence, or any situation like that, it could provoke paranoia bigtime.  Your brain feels as if it has to be ""hypervigilant"", meaning it has to be extra attuned to everything around you to keep you safe.  That's exhausting.  If it's worse at night that probably means you aren't getting much sleep--also exhausting and contributes to heightened paranoia, so it becomes a pretty vicious cycle.It's not shocking that it's worse at night because night is generally a scarier time and sleeping is, physically, when we are in our most vulnerable state.  It can help to take a look at how much of that paranoia is actually helping you to protect yourself vs. how much is additional stress.  A way to figure that out is to ask the question, what behaviors are necessary to keep you safe?  So if you lock your doors, lock the windows, shut the curtains, have an escape plan (if needed--I'm not sure what your situation is), is that the most you can do?  Beyond that, are you performing other behaviors that may not be keeping you safe but exist to cope with the paranoia?  For example, if you are checking over and over to make sure the doors and windows are locked, those behaviors are more like compulsions/rituals that help you feel safe by reducing anxiety even though they use a ton of energy to perform.  Response prevention can be helpful here--this method involves avoiding your usual response so that you can sit with the anxiety rather than escaping it through the behaviors.  Let's say your anxiety rises and you feel the need to check the door lock.  You check the lock, it's for sure locked, and your anxiety is reduced.  At the same time, the behavior of checking the lock is reinforced by feeling better, so your brain decides if you want to feel better, you need to check the lock.  It becomes an exhausting habit that only temporarily makes you feel safe.  However, if you feel a bout of anxiety and sit through it without checking the lock, your anxiety will go back down and your brain learns that you don't need to perform that behavior over and over.  I'm so sad to hear you don't have access to help.  There may be some counselors right now offering reduced-rate or probono (free) sessions via telehealth due to COVID-19, so if you search around on google for your specific state, you may find someone that can help you from your home.  Counselors usually reserve space on their schedules for people that cannot afford therapy or need a lesser rate.You are always welcome to come back to this forum and ask additional questions!"
cc_0123,197,Why am I scared to touch a girl?,"I don't know if I'm normal. I'm really scared to touch a girl. I'm a young adult and a virgin. My fiancée and I want to have sex soon, and this might mess everything up because she wants a baby soon as well.","Only going off of the information in your question, it seems like you maybe have some performance anxiety and fear disappointing your fiance.  Fear can be tricky in the sense that it quite often masquerades as something that seems under our control.  For example, your fear of touching a girl may actually be a fear of being incompetently intimate or a bad fiance--It's easier to deal with those fears by avoiding touch because that gives you control and how else would you deal with those fears? I wonder if your fiance can be of any help to you.  It's scary to admit fears to people close to us but they can also offer some of the best support if that's been something you've experienced with her in the past.It sounds like you are really hard on yourself as well.  It's normal to have anxiety about your first time having sex---that's a really special milestone!  Maybe it's worth looking into performance anxiety tips?  That can help you feel more prepared without removing the spontaneity of intimacy.If it feels like nothing is working for you, you could see a counselor or sex therapist to explore more of that fear.  It's nothing to be ashamed about because it does happen to both men and women!",anxiety,intimacy,2,0,1203,"Question Title: Why am I scared to touch a girl?

Question: I don't know if I'm normal. I'm really scared to touch a girl. I'm a young adult and a virgin. My fiancée and I want to have sex soon, and this might mess everything up because she wants a baby soon as well.

Therapist Answer: Only going off of the information in your question, it seems like you maybe have some performance anxiety and fear disappointing your fiance.  Fear can be tricky in the sense that it quite often masquerades as something that seems under our control.  For example, your fear of touching a girl may actually be a fear of being incompetently intimate or a bad fiance--It's easier to deal with those fears by avoiding touch because that gives you control and how else would you deal with those fears? I wonder if your fiance can be of any help to you.  It's scary to admit fears to people close to us but they can also offer some of the best support if that's been something you've experienced with her in the past.It sounds like you are really hard on yourself as well.  It's normal to have anxiety about your first time having sex---that's a really special milestone!  Maybe it's worth looking into performance anxiety tips?  That can help you feel more prepared without removing the spontaneity of intimacy.If it feels like nothing is working for you, you could see a counselor or sex therapist to explore more of that fear.  It's nothing to be ashamed about because it does happen to both men and women!"
cc_0124,217,How can I get over my fear of accidental pregnancy to have sex again?,"I am so terrified of having sex anymore because I have been told over and over that sex is dangerous even though me and my partner used both forms of protection. My partner is not happy about this and simply wants more sex, and honestly, I want to give that to her.","I am wondering who is telling you that sex is dangerous.  Is this medical advice, or is this someone’s
opinion trying to scare you from having sex? 
And if so, how old are you? Is it ok to have sex, do you want to have
sex?  It sounds like you want to make
your partner happy, and that you are taking care of protecting yourself and
your partner, but maybe you are forgetting to consider what do you really want.  Having sexual relations is a very personal decision;
you and your partner have to consent.  It
is also important to talk about the possible consequences and being responsible
for them as well.  But sex should be something
that you enjoy, not that you should be fearful of.  A therapist can help you to process those
negative thoughts and feelings that may impair you from enjoying your sexual
life. ¿Cómo puedo superar mi miedo de un
embarazo no deseado y poder tener sexo otra vez?Estoy
aterrorizado de tener sexo porque me han dicho una y otra vez que el sexo es
peligroso, inclusive cuando yo y mi pareja usamos dos métodos de protección.  Mi pareja no está contenta y simplemente
quiere más sexo, y honestamente, yo quiero darle lo que ella quiere.Me pregunto quién
te está diciendo que el sexo es peligroso. 
¿Esto es aviso medico, o es alguien intentando asustarte para que no
tengas relaciones?  ¿Y si es así, que
edad tienes?  ¿Es apropiado que tengas
sexo a tu edad?  ¿Quieres tener sexo? Me
parece que estas enfocado en hacer feliz a tu pareja, y te estás protegiendo y protegiéndola,
pero tal vez están olvidando analizar que tu quieres realmente.  Recuerda que tener una relación sexual es una
decisión personal, en la que tú y tu pareja deben de estar de acuerdo.   También es importante hablar de las posibles
consecuencias de tener relaciones, como un embarazo, y discutir sus opciones e
intenciones, si eso ocurriera.  Ya que
han tenido comunicación al respecto, el sexo debe ser algo que disfruten,  no que temen. 
Un terapista te puede ayudar a procesar esos pensamientos negativos y
los sentimientos que te pudieran impedir disfrutar de tu vida sexual.",anxiety,relationship_general,2,0,2085,"Question Title: How can I get over my fear of accidental pregnancy to have sex again?

Question: I am so terrified of having sex anymore because I have been told over and over that sex is dangerous even though me and my partner used both forms of protection. My partner is not happy about this and simply wants more sex, and honestly, I want to give that to her.

Therapist Answer: I am wondering who is telling you that sex is dangerous.  Is this medical advice, or is this someone’s
opinion trying to scare you from having sex? 
And if so, how old are you? Is it ok to have sex, do you want to have
sex?  It sounds like you want to make
your partner happy, and that you are taking care of protecting yourself and
your partner, but maybe you are forgetting to consider what do you really want.  Having sexual relations is a very personal decision;
you and your partner have to consent.  It
is also important to talk about the possible consequences and being responsible
for them as well.  But sex should be something
that you enjoy, not that you should be fearful of.  A therapist can help you to process those
negative thoughts and feelings that may impair you from enjoying your sexual
life. ¿Cómo puedo superar mi miedo de un
embarazo no deseado y poder tener sexo otra vez?Estoy
aterrorizado de tener sexo porque me han dicho una y otra vez que el sexo es
peligroso, inclusive cuando yo y mi pareja usamos dos métodos de protección.  Mi pareja no está contenta y simplemente
quiere más sexo, y honestamente, yo quiero darle lo que ella quiere.Me pregunto quién
te está diciendo que el sexo es peligroso. 
¿Esto es aviso medico, o es alguien intentando asustarte para que no
tengas relaciones?  ¿Y si es así, que
edad tienes?  ¿Es apropiado que tengas
sexo a tu edad?  ¿Quieres tener sexo? Me
parece que estas enfocado en hacer feliz a tu pareja, y te estás protegiendo y protegiéndola,
pero tal vez están olvidando analizar que tu quieres realmente.  Recuerda que tener una relación sexual es una
decisión personal, en la que tú y tu pareja deben de estar de acuerdo.   También es importante hablar de las posibles
consecuencias de tener relaciones, como un embarazo, y discutir sus opciones e
intenciones, si eso ocurriera.  Ya que
han tenido comunicación al respecto, el sexo debe ser algo que disfruten,  no que temen. 
Un terapista te puede ayudar a procesar esos pensamientos negativos y
los sentimientos que te pudieran impedir disfrutar de tu vida sexual."
cc_0125,220,I am paranoid that my boyfriend hiding something from me,"My boyfriend and I have been dating for almost a year. We go to different schools, and we don't see each other that often. I just feel very paranoid that there's someone else or that he could be hiding something from me.","Have you spoken to him about your fears? Perhaps you can explain this feeling to him and let him know what might lead to feeling more secure.  Also, it is important to trust your intuition!  Perhaps there are good reasons to feel concerned. It may not be paranoia - it may be based in reality!",anxiety,relationship_general,2,1,293,"Question Title: I am paranoid that my boyfriend hiding something from me

Question: My boyfriend and I have been dating for almost a year. We go to different schools, and we don't see each other that often. I just feel very paranoid that there's someone else or that he could be hiding something from me.

Therapist Answer: Have you spoken to him about your fears? Perhaps you can explain this feeling to him and let him know what might lead to feeling more secure.  Also, it is important to trust your intuition!  Perhaps there are good reasons to feel concerned. It may not be paranoia - it may be based in reality!"
cc_0126,221,I'm scared because my boyfriend is interested in BDSM,"I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse. We haven't tried it, but I've had this feeling he always wants to.","Hello! Thank you for your question. There are few things
that people find more personal than their sexual relationships. When we feel
connected to our partner, sex can be best thing since sliced bread. However, if
we feel disconnected in some way, sex can feel degrading and even painful. 
I don’t know the specifics about your relationship or how
comfortable you are in talking to your boyfriend, but this is one of those
situations where communicating your fears is a good idea. The only exception to
that would be if you believe he is actually a threat to you in some way. If you
believe that, then you should do whatever you think is safe. It sounds like
there is a part of you that is already afraid of him, and if that is the case
then remaining safe is your top priority. 
Assuming you are able to share with him your feelings,
telling him what you are and are not interested in sexually is very appropriate
and sexually healthy. Sex is something that is supposed to be enjoyable for
all parties. All parties should feel respected and able to say “no” to
absolutely anything they are not comfortable with. 
I call the respectful agreement between sexual partners, “sex
trust.” Sex Trust means your partner respects your boundaries. It means they
won’t degrade you sexually with hurtful words, forced sex, or forcing or
coercing sex in ways someone is not interested in having.  Your personal safety and mental well-being is
what is most important. 
Now, if there is a part of you that is curious about BDSM
and may be interested in participating in it, there are many websites that you
can explore to learn information. I will warn you, some websites and articles
are better or worse than others, but you may at least feel more informed. 
Many people engage in BDSM and have happy relationships, but
again, it completely depends on what each person in the relationship wants. It is
also important to know that BDSM is not just one thing and people practice it
differently based on comfort. If it is something you are uncomfortable with,
then you shouldn’t feel obligated to do it.
 
I hope this was helpful. Be well.
 
Robin J. Landwehr, DBH, LPC, NCC",anxiety,boundaries,2,0,2158,"Question Title: I'm scared because my boyfriend is interested in BDSM

Question: I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse. We haven't tried it, but I've had this feeling he always wants to.

Therapist Answer: Hello! Thank you for your question. There are few things
that people find more personal than their sexual relationships. When we feel
connected to our partner, sex can be best thing since sliced bread. However, if
we feel disconnected in some way, sex can feel degrading and even painful. 
I don’t know the specifics about your relationship or how
comfortable you are in talking to your boyfriend, but this is one of those
situations where communicating your fears is a good idea. The only exception to
that would be if you believe he is actually a threat to you in some way. If you
believe that, then you should do whatever you think is safe. It sounds like
there is a part of you that is already afraid of him, and if that is the case
then remaining safe is your top priority. 
Assuming you are able to share with him your feelings,
telling him what you are and are not interested in sexually is very appropriate
and sexually healthy. Sex is something that is supposed to be enjoyable for
all parties. All parties should feel respected and able to say “no” to
absolutely anything they are not comfortable with. 
I call the respectful agreement between sexual partners, “sex
trust.” Sex Trust means your partner respects your boundaries. It means they
won’t degrade you sexually with hurtful words, forced sex, or forcing or
coercing sex in ways someone is not interested in having.  Your personal safety and mental well-being is
what is most important. 
Now, if there is a part of you that is curious about BDSM
and may be interested in participating in it, there are many websites that you
can explore to learn information. I will warn you, some websites and articles
are better or worse than others, but you may at least feel more informed. 
Many people engage in BDSM and have happy relationships, but
again, it completely depends on what each person in the relationship wants. It is
also important to know that BDSM is not just one thing and people practice it
differently based on comfort. If it is something you are uncomfortable with,
then you shouldn’t feel obligated to do it.
 
I hope this was helpful. Be well.
 
Robin J. Landwehr, DBH, LPC, NCC"
cc_0127,223,How can I avoid becoming wrapped up in family issues and control my anxiety about them?,"I started dating my fiancé two years ago. My first cousin is married to my fiancé’s sister. There has always been a communication issue between my uncle and aunt and my cousin and his wife. My uncle goes to my mom instead of talking to my cousin, and it upsets my mom.","Based on the information provided, this is an issue with boundaries.   Sounds like your uncle goes to your mom and possibly your mother takes the issues to you.  I do not like to assume so I will direct you to information regarding families dealing with enmeshment and triangulation.  Enmeshment is the concept of diffused boundaries in families and other personal relationships.  Triangulation is two individuals relaying information to a third party what cannot be said directly to each other.  From someone who has dealt with both these issues on a personal level, being informed about family dynamics is beneficial and can help you develop healthy boundaries for yourself within your family structure.  You may need assistance with developing healthy boundaries.  Although it is possible, it is not easy to change the way you have been operating for any extended amount of time.  Hope this help!",anxiety,marriage,2,1,899,"Question Title: How can I avoid becoming wrapped up in family issues and control my anxiety about them?

Question: I started dating my fiancé two years ago. My first cousin is married to my fiancé’s sister. There has always been a communication issue between my uncle and aunt and my cousin and his wife. My uncle goes to my mom instead of talking to my cousin, and it upsets my mom.

Therapist Answer: Based on the information provided, this is an issue with boundaries.   Sounds like your uncle goes to your mom and possibly your mother takes the issues to you.  I do not like to assume so I will direct you to information regarding families dealing with enmeshment and triangulation.  Enmeshment is the concept of diffused boundaries in families and other personal relationships.  Triangulation is two individuals relaying information to a third party what cannot be said directly to each other.  From someone who has dealt with both these issues on a personal level, being informed about family dynamics is beneficial and can help you develop healthy boundaries for yourself within your family structure.  You may need assistance with developing healthy boundaries.  Although it is possible, it is not easy to change the way you have been operating for any extended amount of time.  Hope this help!"
cc_0128,234,Why am I not as comfortable around my boyfriend anymore?,"I've been experiencing a lot of anxiety and panic attacks lately. I was recently diagnosed by my psychiatrist with obsessive-compulsive disorder. Lately, I've been questioning everything from my career to my relationship. My boyfriend and I just moved in a few months ago. All of a sudden, I don't feel as comfortable around him as I used to, although I can't seem to find a reason as to why I feel this way.","How is your boyfriend responding to your discomfort around him?Has he told you that he's noticed changes in you?The good news about a relationship is that you can talk about matters with the other person.  Doing so can only help clarify feelings and what either of you expect from the relationship.  Given that the two of you recently moved in together, it is natural for new dynamics, feelings and expectations to arise.  It just adds to the reasonableness of talking with each other about how living together feels to each of you.Psychiatrists earn their living by diagnosing people and telling them to take pills.  Very often, just being told the person has a ""condition"" makes them feel fragile and less capable than they actually are.Anxiety and panic attacks do mean that there is a great deal of emotion and situation needing to be addressed.It is the normal sign of having to address many or deep matters.   Be patient and give yourself time to learn the details of your relationship and whatever the career particulars are that are bothering you.   You're apparently self-aware since you're the one describing your own problematic situations.  Keep the label of being ""disordered"", aside.  Psychiatry labels do more good for psychiatrists than they do for people who are trying to live their lives.",anxiety,relationship_general,2,1,1307,"Question Title: Why am I not as comfortable around my boyfriend anymore?

Question: I've been experiencing a lot of anxiety and panic attacks lately. I was recently diagnosed by my psychiatrist with obsessive-compulsive disorder. Lately, I've been questioning everything from my career to my relationship. My boyfriend and I just moved in a few months ago. All of a sudden, I don't feel as comfortable around him as I used to, although I can't seem to find a reason as to why I feel this way.

Therapist Answer: How is your boyfriend responding to your discomfort around him?Has he told you that he's noticed changes in you?The good news about a relationship is that you can talk about matters with the other person.  Doing so can only help clarify feelings and what either of you expect from the relationship.  Given that the two of you recently moved in together, it is natural for new dynamics, feelings and expectations to arise.  It just adds to the reasonableness of talking with each other about how living together feels to each of you.Psychiatrists earn their living by diagnosing people and telling them to take pills.  Very often, just being told the person has a ""condition"" makes them feel fragile and less capable than they actually are.Anxiety and panic attacks do mean that there is a great deal of emotion and situation needing to be addressed.It is the normal sign of having to address many or deep matters.   Be patient and give yourself time to learn the details of your relationship and whatever the career particulars are that are bothering you.   You're apparently self-aware since you're the one describing your own problematic situations.  Keep the label of being ""disordered"", aside.  Psychiatry labels do more good for psychiatrists than they do for people who are trying to live their lives."
cc_0129,250,How should I handle the child I had with my ex-wife?,"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?","As you will see in the two verses I will list below, Jesus and the apostle Paul are telling us that we have to learn how to let go of our past. Jesus says that anyone who is trying to move forward in his walk and call for God – but keeps looking back – is not fit for the kingdom of God.  Seek deliverance from parts of your past you’re struggling to let go. Ask the Holy Spirit or your higher power to help.  Find how to incorporate visitation so this child see you and also maybe seek some legal advice on this matter.",parenting,breakup,2,5,520,"Question Title: How should I handle the child I had with my ex-wife?

Question: My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?

Therapist Answer: As you will see in the two verses I will list below, Jesus and the apostle Paul are telling us that we have to learn how to let go of our past. Jesus says that anyone who is trying to move forward in his walk and call for God – but keeps looking back – is not fit for the kingdom of God.  Seek deliverance from parts of your past you’re struggling to let go. Ask the Holy Spirit or your higher power to help.  Find how to incorporate visitation so this child see you and also maybe seek some legal advice on this matter."
cc_0130,253,My fiancé's ex-husband shows up unannounced,"he just walks in the house whenever he wants to see his kids. My fiancé tells me it makes her angry and doesn't like it, but she seems afraid to say anything to him about it for some reason. Is it okay for him to do this?","The short answer to your question is ""No"" it's not okay for anyone to ever be doing this. There's a lot of unanswered questions and other factors going on here that need attention. Nevertheless, don't hesitate to seek out legal counsel and/or call 911.    Ideally, your fiancé would be able to speak directly to her ex-husband and set reasonable boundaries that honor whatever legal agreements are in force resultant from the divorce and custody agreements. The fact that she's afraid to say anything to him about his inappropriate behavior, and that she hasn't been able to give you any reason for her fear, suggests possible factors of past abusive behaviors, entitlement, and/or co-dependence.   I hope things work out well for all and I'm confident a skilled therapist could help all navigate how best to set boundaries and experience greater healing.",parenting,marriage,2,2,855,"Question Title: My fiancé's ex-husband shows up unannounced

Question: he just walks in the house whenever he wants to see his kids. My fiancé tells me it makes her angry and doesn't like it, but she seems afraid to say anything to him about it for some reason. Is it okay for him to do this?

Therapist Answer: The short answer to your question is ""No"" it's not okay for anyone to ever be doing this. There's a lot of unanswered questions and other factors going on here that need attention. Nevertheless, don't hesitate to seek out legal counsel and/or call 911.    Ideally, your fiancé would be able to speak directly to her ex-husband and set reasonable boundaries that honor whatever legal agreements are in force resultant from the divorce and custody agreements. The fact that she's afraid to say anything to him about his inappropriate behavior, and that she hasn't been able to give you any reason for her fear, suggests possible factors of past abusive behaviors, entitlement, and/or co-dependence.   I hope things work out well for all and I'm confident a skilled therapist could help all navigate how best to set boundaries and experience greater healing."
cc_0131,290,I feel like there is a wedge between my daughter and I,"We live with my ex-partner’s sister and her husband. We have been there for five years now. They are Hispanic and talk to my daughter in their language. Sometimes they overstep their balance between aunt and uncle and reach into my role as a parent. They neglect to see this. I do, and it reflects in my child's behavior. She sees them as stable but is upset that her dad isn't here, and my intuition tells me she blames me to a degree because she doesn't know about his alcohol addictions.","Hi New York, I'm happy to hear that your daughter doesn't know about her dad's addictions. Although you don't say how old she is, and I imagine that at some point in her life she will be ready to know the truth, I trust your instinct that now is not the time. Your ability to have clear boundaries about what is adult conversation and what is suitable for a child to know are really important here, and I can tell you're being appropriately protective and a thoughtful parent. As much as this helps your daughter, I sense that you also know you can't take away the emotional pain that comes from having an absent parent. Children tend to blame themselves for a parent's absence. These children need extra love and support wherever they can get it.You say that you feel like there is a wedge between you and your daughter. I understand that having your ex partner's relatives in the same home would make it uncomfortable at times. It is very important to establish boundaries; only you should parent your daughter, but it's also natural for people to want to assist you. Let's trust that their intentions are good, if there is no evidence to the contrary. As much as they support you, they also  have emotional ties to your daughter's father. While there is potential for discomfort in this complex situation, there are also many positive factors here that I invite you to see.I don't know what your culture is, but for your daughter to have the opportunity to preserve her father's heritage language and a relationship with his family are potentially wonderful additions to her life. In general, the more adults around loving and supporting a child, the better. It could be that you are feeling threatened by small moments where there appears to be a special connection between your daughter and her father's family. Nothing anyone else does can take your daughter's love from you. My hope for you is that you can feel so secure in your own position as loving mother that you will not feel intimidated by other positive connections your daughter has. They are potentially wonderful connections, and she deserves your support in maintaining those relationships if they don't harm her.I suggest that the most important alliances to work on here are between you and your ex's family. If you could all give your daughter the gift of a healthy, united supportive and loving safety net for her...that's the best outcome of all.",parenting,breakup,2,1,2421,"Question Title: I feel like there is a wedge between my daughter and I

Question: We live with my ex-partner’s sister and her husband. We have been there for five years now. They are Hispanic and talk to my daughter in their language. Sometimes they overstep their balance between aunt and uncle and reach into my role as a parent. They neglect to see this. I do, and it reflects in my child's behavior. She sees them as stable but is upset that her dad isn't here, and my intuition tells me she blames me to a degree because she doesn't know about his alcohol addictions.

Therapist Answer: Hi New York, I'm happy to hear that your daughter doesn't know about her dad's addictions. Although you don't say how old she is, and I imagine that at some point in her life she will be ready to know the truth, I trust your instinct that now is not the time. Your ability to have clear boundaries about what is adult conversation and what is suitable for a child to know are really important here, and I can tell you're being appropriately protective and a thoughtful parent. As much as this helps your daughter, I sense that you also know you can't take away the emotional pain that comes from having an absent parent. Children tend to blame themselves for a parent's absence. These children need extra love and support wherever they can get it.You say that you feel like there is a wedge between you and your daughter. I understand that having your ex partner's relatives in the same home would make it uncomfortable at times. It is very important to establish boundaries; only you should parent your daughter, but it's also natural for people to want to assist you. Let's trust that their intentions are good, if there is no evidence to the contrary. As much as they support you, they also  have emotional ties to your daughter's father. While there is potential for discomfort in this complex situation, there are also many positive factors here that I invite you to see.I don't know what your culture is, but for your daughter to have the opportunity to preserve her father's heritage language and a relationship with his family are potentially wonderful additions to her life. In general, the more adults around loving and supporting a child, the better. It could be that you are feeling threatened by small moments where there appears to be a special connection between your daughter and her father's family. Nothing anyone else does can take your daughter's love from you. My hope for you is that you can feel so secure in your own position as loving mother that you will not feel intimidated by other positive connections your daughter has. They are potentially wonderful connections, and she deserves your support in maintaining those relationships if they don't harm her.I suggest that the most important alliances to work on here are between you and your ex's family. If you could all give your daughter the gift of a healthy, united supportive and loving safety net for her...that's the best outcome of all."
cc_0132,292,My mentally-ill mother-in-law wants to babysit,"My mother-in-law is mentally ill. She has been for most of her life. She cuts herself. She has been in and out of psychiatric hospitals for about 40 years. She has voices in her head that tell her to cut herself. She has had multiple shock therapy treatments, and she’s on enough medication to take down an elephant. Her parental rights for her two children were taken away from her when my husband was a boy—he is now in his late 30s. She doesn’t even have custody of herself. She hasn’t asked yet, but she has been insinuating that she wants to babysit my child. How do I go about saying no without creating an issue?","Hi Fontana,Thanks for providing all the details needed in order to respond to your question. It seems very clear to me that ""no"" would be the appropriate response. I like your healthy boundaries, and I'll help you explore possible ways to respond to her. First, she hasn't asked yet, and you don't know that she will. Right now, you can pleasantly ignore her hints. They're not hurting you and if you ignore them, they're more likely to go away. You can address and reduce your own anxiety about the possibility of her asking by reassuring yourself that you have the right as parents to make this decision, and that if she's offended, that doesn't mean that you're being mean; it means that she has unrealistic expectations. So, the first goal is to put it out of your mind as a worry. You might never have to face that moment. But, I understand that you want to be prepared.As her son, perhaps your husband is the best one to answer the question, should it ever come. Is he willing to do this? But if you are comfortable, and if you're the one she asks, you can confidently give her a simple, honest response about why it won't happen. And I would suggest presenting a firmly closed door, rather than saying ""but maybe later"". No need to apologize or hum and haw...""We love that you want to be around Junior, and we definitely want you in his/her life. (try to leave out the ""but"" here). You're not in a healthy place, and we're not comfortable with you caring for him/her on your own.""If she pushes the issue, this is evidence of her denial or inappropriate boundaries. I'd let her know that it's not negotiable, that you understand if she's disappointed, but you're not open to discussing the issue. Really, there's nothing to discuss. Learning not to take responsibility for her emotions is part of having an ill person in your life. I wish you the best.",parenting,marriage,2,1,1858,"Question Title: My mentally-ill mother-in-law wants to babysit

Question: My mother-in-law is mentally ill. She has been for most of her life. She cuts herself. She has been in and out of psychiatric hospitals for about 40 years. She has voices in her head that tell her to cut herself. She has had multiple shock therapy treatments, and she’s on enough medication to take down an elephant. Her parental rights for her two children were taken away from her when my husband was a boy—he is now in his late 30s. She doesn’t even have custody of herself. She hasn’t asked yet, but she has been insinuating that she wants to babysit my child. How do I go about saying no without creating an issue?

Therapist Answer: Hi Fontana,Thanks for providing all the details needed in order to respond to your question. It seems very clear to me that ""no"" would be the appropriate response. I like your healthy boundaries, and I'll help you explore possible ways to respond to her. First, she hasn't asked yet, and you don't know that she will. Right now, you can pleasantly ignore her hints. They're not hurting you and if you ignore them, they're more likely to go away. You can address and reduce your own anxiety about the possibility of her asking by reassuring yourself that you have the right as parents to make this decision, and that if she's offended, that doesn't mean that you're being mean; it means that she has unrealistic expectations. So, the first goal is to put it out of your mind as a worry. You might never have to face that moment. But, I understand that you want to be prepared.As her son, perhaps your husband is the best one to answer the question, should it ever come. Is he willing to do this? But if you are comfortable, and if you're the one she asks, you can confidently give her a simple, honest response about why it won't happen. And I would suggest presenting a firmly closed door, rather than saying ""but maybe later"". No need to apologize or hum and haw...""We love that you want to be around Junior, and we definitely want you in his/her life. (try to leave out the ""but"" here). You're not in a healthy place, and we're not comfortable with you caring for him/her on your own.""If she pushes the issue, this is evidence of her denial or inappropriate boundaries. I'd let her know that it's not negotiable, that you understand if she's disappointed, but you're not open to discussing the issue. Really, there's nothing to discuss. Learning not to take responsibility for her emotions is part of having an ill person in your life. I wish you the best."
